,bookID,title,authors,average_rating,isbn,isbn13,language_code,# num_pages,ratings_count,text_reviews_count,cover_id,downloaded
7868,24657,Penguin Book Of Norse Myths: Gods Of The Vikings,Kevin Crossley-Holland,4.2,140258698,9780140258691,en-GB,276,116,9,00099502-M.jpg,0
7869,24658,The Prose Edda,Snorri Sturluson-Jesse L. Byock,4.16,140447555,9780140447552,eng,180,8182,296,000104263-M.jpg,0
7870,24660,Exploring the Northern Tradition: A Guide to the Gods  Lore  Rites  and Celebrations From the Norse  German  and Anglo-Saxon Traditions,Galina Krasskova-Swain WÃ³dening,3.83,1564147916,9781564147912,eng,224,434,28,000799859-M.jpg,0
7871,24666,Tales of the Norse Gods,Barbara Leonie Picard-Rosamund Fowler,4.07,192751166,9780192751164,en-GB,160,40,4,000117400-M.jpg,0
7872,24671,The Tristan Betrayal,Robert Ludlum,3.83,312990685,9780312990688,eng,505,5810,142,0006571272-M.jpg,0
7873,24674,Isolde  Queen of the Western Isle (Tristan and Isolde  #1),Rosalind Miles,3.65,1400047862,9781400047864,eng,360,2218,149,,0
7874,24676,The Ultimate Guide to Anal Sex for Women,Tristan Taormino,4.11,1573442216,9781573442213,eng,180,367,26,000824958-M.jpg,0
7875,24682,Oh  The Places Youâ€™ll Go!,Dr. Seuss,4.35,7158521,9780007158522,eng,48,926,72,00011359-M.jpg,0
7876,24686,Toys Go Out: Being the Adventures of a Knowledgeable Stingray  a Toughy Little Buffalo  and Someone Called Plastic (Toys #1),Emily Jenkins-Paul O. Zelinsky,3.93,375836047,9780375836046,eng,116,3861,495,000233227-M.jpg,0
7877,24692,Melville: His World and Work,Andrew Delbanco,4.03,375702970,9780375702976,eng,448,259,35,000228438-M.jpg,0
7878,24694,Bartleby and Benito Cereno,Herman Melville-Stanley Appelbaum,3.8,486264734,9780486264738,eng,112,2107,125,000310794-M.jpg,0
7879,24703,Racso and the Rats of NIMH,Jane Leslie Conly-Leonard B. Lubin,3.76,64402452,9780064402453,eng,288,3231,91,00050049-M.jpg,0
7880,24704,R-T  Margaret  and the Rats of NIMH,Jane Leslie Conly-Leonard B. Lubin,3.52,64403874,9780064403870,eng,272,631,26,00050107-M.jpg,0
7881,24705,Mrs. Frisby and the Rats of NIMH,Robert C. O'Brien,4.14,590102281,9780590102285,eng,268,612,60,,0
7882,24707,Mrs. Frisby and the Rats of NIMH,Robert C. O'Brien-Barbara Caruso,4.14,788734520,9780788734526,eng,8,58,22,,0
7883,24711,The Dance of the Dissident Daughter,Sue Monk Kidd,3.96,006064589X,9780060645892,eng,256,5319,587,,0
7884,24723,Talk Talk,T. Coraghessan Boyle,3.42,670037702,9780670037704,en-US,340,3993,487,0006618122-M.jpg,1
7885,24724,Drop City,T. Coraghessan Boyle-Richard Poe,3.85,142003808,9780142003800,eng,497,10071,871,,0
7886,24725,Tooth and Claw,T. Coraghessan Boyle,3.82,143037439,9780143037439,eng,304,1165,94,000111354-M.jpg,0
7887,24726,Water Music,T. Coraghessan Boyle-James R. Kincaid,4.17,140065504,9780140065503,eng,437,3128,209,00093829-M.jpg,0
7888,24727,East Is East,T. Coraghessan Boyle,3.64,140131671,9780140131673,en-US,384,2047,110,00095146-M.jpg,0
7889,24731,The Tortilla Curtain,T. Coraghessan Boyle,3.65,014023828X,9780140238280,eng,355,23410,2768,,0
7890,24732,Riven Rock,T. Coraghessan Boyle,3.64,014027166X,9780140271669,eng,466,2221,165,,0
7891,24733,Descent of Man,T. Coraghessan Boyle,3.96,140299947,9780140299946,eng,240,591,42,000101226-M.jpg,0
7892,24736,World's End,T. Coraghessan Boyle,4.01,140299939,9780140299939,eng,480,3180,212,000101225-M.jpg,0
7893,24737,If the River Was Whiskey: Stories,T. Coraghessan Boyle,3.93,670826901,9780670826902,eng,224,34,3,0004067618-M.jpg,1
7894,24739,If the River Was Whiskey,T. Coraghessan Boyle,3.93,140119507,9780140119503,eng,240,1021,68,00094790-M.jpg,0
7895,24749,American Writers  Supplement VIII,Jay Parini-August Wilson,0.0,684806371,9780684806372,eng,400,0,0,0004655595-M.jpg,0
7896,24751,Greasy Lake & Other Stories,T. Coraghessan Boyle,3.94,140077812,9780140077810,eng,240,1049,50,00094028-M.jpg,0
7897,24753,L'Orient  c'est l'Orient,T. Coraghessan Boyle,3.64,2246442613,9782246442615,fre,370,0,0,,0
7898,24754,Budding Prospects: A Pastoral,T. Coraghessan Boyle,3.85,140299963,9780140299960,eng,326,1702,129,000101227-M.jpg,0
7899,24761,An Acceptable Time (Time Quintet  #5),Madeleine L'Engle,3.82,440208149,9780440208143,eng,343,15906,610,000280372-M.jpg,0
7900,24763,So Yesterday,Scott Westerfeld,3.58,1595140328,9781595140326,eng,256,10282,817,000873759-M.jpg,0
7901,24765,Specials (Uglies  #3),Scott Westerfeld,3.77,689865406,9780689865404,eng,384,148339,6668,000438246-M.jpg,0
7902,24767,Touching Darkness (Midnighters  #2),Scott Westerfeld,3.89,60519568,9780060519568,eng,336,16945,674,00026913-M.jpg,0
7903,24768,Pretties (Uglies  #2),Scott Westerfeld,3.85,689865392,9780689865398,eng,370,206325,8796,0006553654-M.jpg,0
7904,24769,Blue Noon (Midnighters  #3),Scott Westerfeld,3.85,60519592,9780060519599,eng,384,14632,716,00026917-M.jpg,0
7905,24770,Uglies (Uglies  #1),Scott Westerfeld,3.86,689865384,9780689865381,eng,425,498455,20423,000438244-M.jpg,0
7906,24771,Evolution's Darling,Scott Westerfeld,3.53,1568581491,9781568581491,eng,290,434,55,000811844-M.jpg,0
7907,24775,The Butterfly Tattoo,Philip Pullman,3.19,330397966,9780330397964,eng,186,987,79,000197390-M.jpg,0
7908,24777,Count Karlstein,Philip Pullman-Diana Bryan,3.5,375803483,9780375803482,eng,256,1640,115,0006481833-M.jpg,0
7909,24779,The Castle of Llyr (The Chronicles of Prydain  #3),Lloyd Alexander,4.08,805080503,9780805080506,eng,174,29624,676,000581532-M.jpg,0
7910,24780,The Book of Three (The Chronicles of Prydain  #1),Lloyd Alexander,4.0,805080481,9780805080483,en-US,190,61995,2372,000581530-M.jpg,0
7911,24781,The High King (The Chronicles of Prydain  #5),Lloyd Alexander,4.24,080508052X,9780805080520,eng,253,47268,886,000581534-M.jpg,0
7912,24782,Taran Wanderer (The Chronicles of Prydain  #4),Lloyd Alexander,4.14,805080511,9780805080513,eng,222,33286,778,000581533-M.jpg,0
7913,24783,Westmark (Westmark  #1),Lloyd Alexander,3.92,141310685,9780141310688,eng,184,4049,167,0006611263-M.jpg,1
7914,24784,The Black Cauldron (The Chronicles of Prydain  #2),Lloyd Alexander,4.14,080508049X,9780805080490,eng,182,51994,1122,000581531-M.jpg,0
7915,24785,The Foundling and Other Tales of Prydain,Lloyd Alexander,3.93,805080538,9780805080537,eng,98,3563,150,000581535-M.jpg,0
7916,24786,The Prydain Companion: A Reference Guide to Lloyd Alexander's Prydain Chronicles,Michael O. Tunnell-Lloyd Alexander,4.21,805072713,9780805072716,eng,281,82,4,000581082-M.jpg,0
7917,24787,A Lloyd Alexander Collection,Lloyd Alexander,4.24,525467777,9780525467779,eng,752,88,7,000361271-M.jpg,0
7918,24788,The Philadelphia Adventure,Lloyd Alexander,3.88,142301442,9780142301449,eng,150,564,11,000109906-M.jpg,0
7919,24789,Libra,Don DeLillo-Michel Courtois-Fourcy,3.99,2742731105,9782742731107,fre,656,7,1,,0
7920,24790,Paula,Isabel Allende,4.1,849759388X,9788497593885,spa,432,23038,1138,0001048733-M.jpg,1
7921,24796,Zorro,Isabel Allende-Margaret Sayers Peden,3.76,006078721X,9780060787219,eng,677,15788,1114,00036138-M.jpg,0
7922,24800,House of Leaves,Mark Z. Danielewski,4.12,038560310X,9780385603102,eng,705,90180,6932,,0
7923,24804,A Parchment of Leaves,Silas House,4.17,345464974,9780345464972,eng,304,3049,347,000211177-M.jpg,0
7924,24810,Calvin y Hobbes 13: El secreto de la felicidad,Bill Watterson,4.33,8440688350,9788440688354,spa,48,3,0,,0
7925,24812,The Complete Calvin and Hobbes,Bill Watterson,4.82,740748475,9780740748479,eng,1456,31249,920,000469974-M.jpg,0
7926,24813,The Calvin and Hobbes Tenth Anniversary Book,Bill Watterson,4.63,836204387,9780836204384,eng,208,48868,359,0003823098-M.jpg,0
7927,24814,It's a Magical World (Calvin and Hobbes #11),Bill Watterson,4.76,836221362,9780836221367,eng,176,23336,294,000636201-M.jpg,0
7928,24815,The Indispensable Calvin and Hobbes,Bill Watterson,4.74,751500283,9780751500288,eng,255,15641,291,,0
7929,24816,Homicidal Psycho Jungle Cat (Calvin and Hobbes #9),Bill Watterson,4.72,836217691,9780836217698,eng,176,14952,277,,0
7930,24817,The Essential Calvin and Hobbes,Bill Watterson,4.64,751512745,9780751512748,en-GB,256,250,13,,0
7931,24818,The Days Are Just Packed,Bill Watterson,4.69,836217357,9780836217353,eng,176,20021,236,000636075-M.jpg,0
7932,24819,The Calvin And Hobbes:  Tenth Anniversary Book,Bill Watterson,4.63,751515574,9780751515572,eng,208,298,12,,0
7933,24820,Calvin and Hobbes: Sunday Pages 1985-1995: An Exhibition Catalogue,Bill Watterson,4.71,740721356,9780740721359,eng,96,3537,82,,0
7934,24827,Ship of Fools,Richard Paul Russo,3.74,441008933,9780441008933,eng,370,2066,191,,0
7935,24828,The Rosetta Codex,Richard Paul Russo,3.23,441013309,9780441013302,en-US,384,21,2,000284293-M.jpg,0
7936,24830,The Illustrated Man,Ray Bradbury,4.14,000712774X,9780007127740,eng,186,56781,1946,0009530-M.jpg,0
7937,24831,The Illustrated Man,Ray Bradbury,4.14,965020460,9780965020466,eng,275,137,19,,0
7938,24832,The Illustrated Man,Ray Bradbury,4.14,553105574,9780553105575,eng,186,80,6,,0
7939,24834,Microsklaven,Douglas Coupland-Tina Hohl,3.88,345501173X,9783455011739,ger,464,4,0,0001010176-M.jpg,0
7940,24835,The Sot-Weed Factor,John Barth,4.08,1903809509,9781903809501,eng,756,5777,250,000949870-M.jpg,0
7941,24836,The Floating Opera and The End of the Road,John Barth,4.03,385240899,9780385240895,eng,442,1897,110,0004610475-M.jpg,0
7942,24840,Chimera,John Barth,3.73,618131701,9780618131709,en-US,308,1727,79,000393455-M.jpg,0
7943,24842,Letters,John Barth,3.82,1564780619,9781564780614,eng,772,202,13,000801460-M.jpg,0
7944,24850,Scar Lover,Harry Crews,3.78,671797867,9780671797867,eng,288,776,35,0003972290-M.jpg,0
7945,24853,Car,Harry Crews,3.96,207074633X,9782070746330,fre,208,529,24,000970057-M.jpg,0
7946,24854,Knulp,Hermann Hesse,3.85,3518380710,9783518380710,ger,136,3059,103,0001016698-M.jpg,0
7947,24858,Narcisse et Goldmund,Hermann Hesse,4.2,2253000043,9782253000044,fre,251,210,18,000976507-M.jpg,0
7948,24859,The Journey To The East,Hermann Hesse-Hilda Rosner,3.7,553073621,9780553073621,eng,128,208,12,,0
7949,24860,Piktors Verwandlungen,Hermann Hesse,3.79,3458018220,9783458018223,ger,96,3,0,,0
7950,24861,Demian. Die Geschichte von Emil Sinclairs Jugend,Hermann Hesse,4.12,3518367064,9783518367063,ger,194,43967,1497,0001016506-M.jpg,0
7951,24863,Demian,Hermann Hesse-Stanley Appelbaum,4.12,486420426,9780486420424,mul,256,27,3,000313399-M.jpg,0
7952,24865,The Ship Avenged,S.M. Stirling,4.06,671877666,9780671877668,eng,364,3155,28,000409569-M.jpg,0
7953,24866,Dragon's Kin (Pern  #17),Anne McCaffrey-Todd McCaffrey,3.92,345462009,9780345462008,en-US,320,7951,182,000211040-M.jpg,0
7954,24869,Lyon's Pride (The Tower and the Hive  #4),Anne McCaffrey,3.91,552139149,9780552139144,en-GB,347,7289,59,000366222-M.jpg,0
7955,24870,The Masterharper of Pern (Pern  #15),Anne McCaffrey,4.23,552142743,9780552142748,eng,462,19438,214,,0
7956,24872,Freedom's Ransom (Catteni  #4),Anne McCaffrey,3.94,552149098,9780552149099,eng,367,3700,65,000366688-M.jpg,0
7957,24873,Dragonflight (Pern: Dragonriders of Pern  #1),Anne McCaffrey-Dick Hill,4.1,1597379514,9781597379519,en-US,8,116,19,000877949-M.jpg,0
7958,24875,House of Stairs,William Sleator,3.85,140345809,9780140345803,eng,176,3283,431,000101837-M.jpg,0
7959,24878,Oddballs,William Sleator,3.88,140374388,9780140374384,eng,144,257,42,000102388-M.jpg,0
7960,24880,Hell Phone,William Sleator,3.5,810954796,9780810954793,en-US,252,561,88,000597056-M.jpg,0
7961,24881,The Beasties,William Sleator,3.84,141306394,9780141306391,eng,208,802,82,000108470-M.jpg,0
7962,24884,The Duplicate,William Sleator,3.68,141304316,9780141304311,eng,154,476,40,000108421-M.jpg,0
7963,24885,Strange Attractors,William Sleator,3.71,140345825,9780140345827,eng,176,226,7,0006699012-M.jpg,0
7964,24887,Parasite Pig (Interstellar Pig #2),William Sleator,3.63,142400866,9780142400869,en-US,224,347,29,,0
7965,24888,The Boy Who Couldn't Die,William Sleator,3.68,810987902,9780810987906,eng,161,1649,250,,0
7966,24889,Among the Dolls,William Sleator,3.66,765352397,9780765352392,eng,96,527,82,000525314-M.jpg,0
7967,24890,The Angry Moon,William Sleator-Blair Lent,3.48,316797375,9780316797375,eng,48,117,22,,0
7968,24893,That's Silly,William Sleator-Lawrence Di Fiori,3.6,525409815,9780525409816,eng,46,5,1,,0
7969,24894,Once Said Darlene,William Sleator-Steven Kellogg,3.71,525364102,9780525364108,eng,55,7,0,,0
7970,24895,Das Haus der Treppen,William Sleator-Hannelore Placzek,3.85,3423078596,9783423078597,ger,188,120,5,0001002746-M.jpg,1
7971,24897,Run,William Sleator,3.07,590317679,9780590317672,eng,137,53,3,0004684601-M.jpg,1
7972,24898,Boltzmon!,William Sleator,3.65,525461310,9780525461319,eng,160,84,5,000361119-M.jpg,0
7973,24899,Interstellar Pig (Interstellar Pig #1),William Sleator,3.88,340850620,9780340850626,eng,200,2067,189,000206171-M.jpg,0
7974,24903,The Sea-Thing Child,Russell Hoban-Patrick Benson,3.79,744578264,9780744578263,eng,48,100,20,,0
7975,24904,A Birthday for Frances,Russell Hoban-Lillian Hoban,4.22,99432447,9780099432449,eng,32,2152,70,,0
7976,24905,Pilgermann,Russell Hoban,4.0,747556407,9780747556404,en-GB,240,247,11,000487635-M.jpg,0
7977,24908,How Tom Beat Captain Najork and His Hired Sportsmen (Captain Najork #1),Russell Hoban-Quentin Blake,4.27,1567923224,9781567923223,eng,32,296,40,000810263-M.jpg,0
7978,24909,The Mouse and His Child,Russell Hoban-David Small,3.97,439098262,9780439098267,eng,244,1780,168,000275772-M.jpg,0
7979,24910,World's Fair,E.L. Doctorow,3.83,452275725,9780452275720,eng,304,3074,220,000296704-M.jpg,0
7980,24912,City of God,E.L. Doctorow,3.41,452282098,9780452282094,eng,272,2315,233,,0
7981,24914,The March,E.L. Doctorow,3.8,812976150,9780812976151,eng,363,8041,812,0006629771-M.jpg,0
7982,24917,Three Complete Novels: Billy Bathgate/World's Fair/Loon Lake,E.L. Doctorow,4.29,517100789,9780517100783,eng,658,17,3,,0
7983,24919,Ragtime,E.L. Doctorow,3.88,333187628,9780333187623,eng,270,57,0,,0
7984,24920,The Discomfort Zone: A Personal History,Jonathan Franzen,3.39,374299196,9780374299194,eng,195,4660,527,000223621-M.jpg,0
7985,24922,A Confederacy of Dunces,John Kennedy Toole,3.89,140282688,9780140282689,eng,397,531,48,000100513-M.jpg,0
7986,24923,A Confederacy of Dunces,John Kennedy Toole-Walker Percy,3.89,141182865,9780141182865,eng,338,1409,160,000107826-M.jpg,0
7987,24925,La conjura de los necios,John Kennedy Toole,3.89,8496333604,9788496333604,spa,462,68,5,0001048693-M.jpg,1
7988,24929,Lost,Gregory Maguire-Douglas Smith,2.81,60988649,9780060988647,eng,340,13014,892,00042881-M.jpg,0
7989,24933,Four Stupid Cupids (The Hamlet Chronicles  #4),Gregory Maguire-Elaine Clayton,3.52,64410722,9780064410724,eng,224,110,11,00050609-M.jpg,0
7990,24937,Wicked: The Grimmerie,David Cote-Stephen Schwartz-Joan Marcus-Winnie Holzman,4.18,1401308201,9781401308209,eng,192,48556,288,0006392083-M.jpg,0
7991,24939,A Little Bit Wicked (Last Man Standing  #1),Victoria Alexander,3.8,006088262X,9780060882624,eng,359,2169,85,00038941-M.jpg,0
7992,24942,My Wicked  Wicked Ways,Errol Flynn-Jeffrey Meyers,4.01,1845130499,9781845130497,eng,438,1535,110,,0
7993,24944,The Wonderful Story of Henry Sugar and Six More,Roald Dahl,4.14,553152645,9780553152647,eng,215,59,7,,0
7994,24945,The Wonderful Story Of Henry Sugar and Six More,Roald Dahl,4.14,141311495,9780141311494,eng,224,245,24,,0
7995,24946,The Wonderful Story of Henry Sugar and Six More,Roald Dahl,4.14,553121545,9780553121544,eng,215,14,1,,0
7996,24947,The Wonderful Story of Henry Sugar and Six More,Roald Dahl,4.14,140057730,9780140057737,eng,240,231,23,00093729-M.jpg,0
7997,24949,Danny The Champion of the World,Roald Dahl-Jill Bennett,4.08,553152890,9780553152890,eng,196,7,3,,0
7998,24951,Danny the Champion of the World,Roald Dahl,4.08,435122215,9780435122218,eng,208,19,1,,0
7999,24953,Danny The Champion Of The World,Roald Dahl-Quentin Blake,4.08,022406469X,9780224064699,eng,256,108,9,,0
8000,24955,Danny  Champion Du Monde,Roald Dahl,4.08,201321894X,9782013218948,fre,281,7,0,0003068555-M.jpg,1
8001,24956,The Science of the Hitchhiker's Guide to the Galaxy,Michael Hanlon,3.59,230008909,9780230008908,eng,208,161,16,,0
8002,24958,The Dark Is Rising Sequence,Susan Cooper,4.28,140316884,9780140316889,en-GB,786,256,16,000101533-M.jpg,0
8003,24963,Greenwitch,Susan Cooper,4.0,689840349,9780689840340,eng,147,22916,516,0006505774-M.jpg,0
8004,24964,The Essential Kierkegaard,SÃ¸ren Kierkegaard-Edna Hatlestad Hong-Howard Vincent Hong,4.18,691019401,9780691019406,eng,524,1737,43,0001341228-M.jpg,0
8005,24965,Fear and Trembling,SÃ¸ren Kierkegaard-Alastair Hannay,4.0,143037579,9780143037576,eng,160,13333,505,000111368-M.jpg,0
8006,24968,Fear and Trembling/Repetition,SÃ¸ren Kierkegaard-Edna Hatlestad Hong-Howard Vincent Hong,4.22,691020264,9780691020266,eng,420,4559,91,000440376-M.jpg,0
8007,24970,Either/Or: A Fragment of Life,SÃ¸ren Kierkegaard-Victor Eremita-Alastair Hannay,4.17,140445773,9780140445770,eng,640,6148,122,000104127-M.jpg,0
8008,24971,Either/Or  Part I,SÃ¸ren Kierkegaard-Edna Hatlestad Hong-Howard Vincent Hong-David F. Swenson-Lillian Marvin Swenson,4.25,691020418,9780691020419,eng,702,1073,35,000442084-M.jpg,0
8009,24977,American Gods,Neil Gaiman-George Guidall,4.11,788794736,9780788794735,eng,21,8,2,,0
8010,24978,Inside Job,Connie Willis,3.66,1596060247,9781596060241,eng,99,1398,176,000876295-M.jpg,0
8011,24979,Miracle and Other Christmas Stories,Connie Willis,3.9,553580485,9780553580488,eng,336,1641,194,,0
8012,24980,Lincoln's Dreams,Connie Willis,3.52,553270257,9780553270259,eng,245,3490,296,000368834-M.jpg,0
8013,24982,Uncharted Territory,Connie Willis,3.5,553562940,9780553562941,eng,149,1206,118,0004673470-M.jpg,1
8014,24983,Doomsday Book (Oxford Time Travel  #1),Connie Willis,4.03,553562738,9780553562736,eng,578,38055,3811,,0
8015,24984,Passage,Connie Willis,3.69,553580515,9780553580518,eng,780,7177,739,,0
8016,24985,Bellwether,Connie Willis,3.93,553562967,9780553562965,en-US,248,9100,1063,,0
8017,24986,Fire Watch,Connie Willis,3.87,553260456,9780553260458,eng,288,3402,204,000368729-M.jpg,0
8018,25002,Writing Degree Zero,Roland Barthes-Annette Lavers-Colin Smith-Susan Sontag,3.88,809013843,9780809013845,eng,96,19,0,,0
8019,25005,New Worlds  Ancient Texts: The Power of Tradition and the Shock of Discovery,Anthony Grafton,3.58,674618769,9780674618763,eng,296,70,4,000413663-M.jpg,0
8020,25012,The Book of My Life,Girolamo Cardano-Jean Stoner-Anthony Grafton,3.79,1590170164,9781590170168,en-GB,320,63,8,000859053-M.jpg,0
8021,25013,A Crack in the Edge of the World,Simon Winchester,3.78,60572000,9780060572006,eng,419,5242,482,0006450018-M.jpg,1
8022,25014,The Map That Changed the World,Simon Winchester,3.82,60931809,9780060931803,eng,352,10159,517,00040819-M.jpg,0
8023,25015,The River at the Center of the World: A Journey Up the Yangtze & Back in Chinese Time,Simon Winchester,3.92,312423373,9780312423377,eng,416,1359,94,000181846-M.jpg,0
8024,25016,Outposts: Journeys to the Surviving Relics of the British Empire,Simon Winchester,3.79,60598611,9780060598617,eng,400,1146,101,00031816-M.jpg,0
8025,25017,Krakatoa: The Day the World Exploded,Simon Winchester,3.87,60838590,9780060838591,eng,464,14491,1017,00037674-M.jpg,0
8026,25019,The Professor and the Madman: A Tale of Murder  Insanity and the Making of the Oxford English Dictionary,Simon Winchester,3.84,60839783,9780060839789,eng,242,81384,4597,00037744-M.jpg,0
8027,25021,How the Irish Saved Civilization,Thomas Cahill,3.81,340637870,9780340637876,en-GB,256,88,13,000202355-M.jpg,0
8028,25023,Irish Traditional Cooking: Over 300 Recipes from Ireland's Heritage,Darina Allen-Regina Sexton,4.18,190492011X,9781904920113,eng,288,188,7,000951831-M.jpg,0
8029,25025,The Scotch-Irish: A Social History,James Graham Leyburn,3.97,807842591,9780807842591,eng,377,198,25,000591310-M.jpg,0
8030,25027,Irish Blessings,Ashley Shannon,4.13,762404787,9780762404780,eng,128,28,2,000513152-M.jpg,0
8031,25032,Classical Drawing Atelier: A Contemporary Guide to Traditional Studio Practice,Juliette Aristides,4.11,823006573,9780823006571,eng,160,3553,23,000624006-M.jpg,0
8032,25033,Common Herbs for Natural Health,Juliette De Bairacli Levy-Heather  Wood,4.42,961462094,9780961462093,eng,223,106,7,000725092-M.jpg,0
8033,25034,The Complete Herbal Handbook for the Dog and Cat,Juliette De Bairacli Levy,4.29,571161154,9780571161157,eng,368,100,7,000376791-M.jpg,0
8034,25037,El rey de Les Halles,Juliette Benzoni-Francisco Rodriguez de Lecea,4.18,8466619453,9788466619455,spa,448,203,5,0001047861-M.jpg,1
8035,25041,The Case of the Snowboarding Superstar (Jigsaw Jones  #29),James Preller-R.W. Alley-Jamie  Smith,3.97,439793955,9780439793957,en-US,80,117,12,000279367-M.jpg,0
8036,25044,The Case Of The Kidnapped Candy (Jigsaw Jones Mystery #30),James Preller-R.W. Alley-Jamie  Smith,3.74,439896185,9780439896184,eng,80,100,5,0001230307-M.jpg,0
8037,25045,The Case of the Marshmallow Monster (Jigsaw Jones  #11),James Preller-R.W. Alley,3.92,439184738,9780439184731,en-US,80,224,17,0006699090-M.jpg,0
8038,25047,The Case of the Stinky Science Project (Jigsaw Jones  #9),James Preller-John Speirs-James Preller,3.84,439114284,9780439114288,en-US,80,161,10,000275899-M.jpg,0
8039,25048,The Case Of The Buried Treasure,James Preller-Jamie Smith-R.W. Alley,3.9,043930931X,9780439309318,eng,112,102,9,,0
8040,25050,The Case of the Mummy Mystery (Jigsaw Jones  #6),James Preller-John Speirs-R.W. Alley,3.82,439080940,9780439080941,en-US,80,317,21,000275659-M.jpg,0
8041,25051,Mrs. Piggle-Wiggle (Mrs. Piggle Wiggle  #1),Betty MacDonald-Alexandra Boiger,4.16,64401480,9780064401487,eng,144,48342,1053,0006541910-M.jpg,1
8042,25052,Mrs. Piggle-Wiggle's Magic (Mrs. Piggle Wiggle  #2),Betty MacDonald-Alexandra Boiger,4.16,64401510,9780064401517,eng,192,12653,225,00049968-M.jpg,0
8043,25053,Hello  Mrs. Piggle-Wiggle (Mrs. Piggle Wiggle  #4),Betty MacDonald-Alexandra Boiger,4.24,64401499,9780064401494,eng,125,14474,193,00049964-M.jpg,0
8044,25055,Mrs. Piggle-Wiggle Treasury (Mrs. Piggle Wiggle  #1-2  #4),Betty MacDonald-Hilary Knight,4.46,60248122,9780060248123,eng,392,905,84,,0
8045,25056,Mrs. Piggle Wiggle's Farm,Betty MacDonald-Maurice Sendak,4.16,590413813,9780590413817,eng,128,63,4,0006541928-M.jpg,1
8046,25059,Brightness Reef (Uplift Storm Trilogy  #1),David Brin,3.9,553573306,9780553573305,eng,661,8792,147,0006385607-M.jpg,1
8047,25060,Brightness Falls,Jay McInerney,3.74,747553718,9780747553717,eng,432,45,0,000487573-M.jpg,0
8048,25061,This Side of Brightness,Colum McCann,3.85,312421974,9780312421977,eng,304,2410,253,000181749-M.jpg,0
8049,25065,Dazzling Brightness (Greek Myths  #1),Roberta Gellis,3.82,786000236,9780786000234,eng,446,195,14,,0
8050,25069,Bright Lights  Big City,Jay McInerney-Sylvie Durastanti,3.76,2879290937,9782879290935,fre,192,68,5,000992712-M.jpg,0
8051,25073,Ransom,Jay McInerney,3.27,747553661,9780747553663,eng,279,752,34,000487571-M.jpg,0
8052,25074,How it Ended,Jay McInerney,3.49,747553564,9780747553564,eng,196,747,55,000487566-M.jpg,0
8053,25078,Savage Inequalities: Children in America's Schools,Jonathan Kozol,4.24,60974990,9780060974992,eng,272,15021,666,0006631846-M.jpg,1
8054,25084,Savage Love: Straight Answers from America's Most Popular Sex Columnist,Dan Savage,3.84,452278155,9780452278158,en-GB,352,885,62,000296852-M.jpg,0
8055,25099,The Doll's House (The Sandman  #2),Neil Gaiman-Steve Parkhouse-Chris Bachalo-Michael Zulli-Mike Dringenberg-Malcolm Jones III-Todd Klein-Clive Barker,4.44,1563892251,9781563892257,eng,232,60798,1424,0004829915-M.jpg,0
8056,25100,Dream Country (The Sandman  #3),Neil Gaiman-Kelley Jones-Charles Vess-Colleen Doran-Malcolm Jones III-Steve Erickson,4.24,156389226X,9781563892264,eng,111,80439,1119,000798053-M.jpg,0
8057,25101,Season of Mists (The Sandman  #4),Neil Gaiman-Matt Wagner-George Pratt-Dick Giordano-Kelley Jones-P. Craig Russell-Mike Dringenberg-Malcolm Jones III-Todd Klein-Harlan Ellison,4.54,1563890356,9781563890352,eng,217,49151,973,000797930-M.jpg,0
8058,25102,A Game of You (The Sandman  #5),Neil Gaiman-Shawn McManus-Colleen Doran-Bryan Talbot-George Pratt-Stan Woch-Dick Giordano-Todd Klein,4.43,1563890933,9781563890932,eng,192,41378,826,0004829800-M.jpg,0
8059,25104,The Wake (The Sandman  #10),Neil Gaiman-Michael Zulli-Jon J. Muth-Charles Vess-Mikal Gilmore,4.52,1563892871,9781563892875,eng,191,35864,728,000798117-M.jpg,0
8060,25106,Fables & Reflections (The Sandman  #6),Neil Gaiman-Bryan Talbot-Stan Woch-P. Craig Russell-Shawn McManus-John Watkiss-Jill Thompson-Duncan Eagleson-Kent Williams-Todd Klein,4.45,1563891069,9781563891069,eng,263,39374,734,000797974-M.jpg,0
8061,25109,Common Ground: A Turbulent Decade in the Lives of Three American Families,J. Anthony Lukas,4.27,394746163,9780394746166,eng,688,1998,192,000254371-M.jpg,0
8062,25112,Common Ground: The Water  Earth  and Air We Share,Molly Bang,3.75,590100564,9780590100564,eng,40,92,28,000382770-M.jpg,0
8063,25118,Uncommon Ground: Rethinking the Human Place in Nature,William Cronon,4.16,393315118,9780393315110,eng,560,649,22,000249196-M.jpg,0
8064,25120,Uncommon Grounds (Maggy Thorsen Mystery #1),Sandra Balzo,3.61,1410402363,9781410402363,en-US,245,186,40,000756927-M.jpg,0
8065,25129,The Ecological Approach to Visual Perception,James J. Gibson,4.28,898599598,9780898599596,eng,348,122,10,000697724-M.jpg,0
8066,25142,Fucked By Rock + Cd,Mark Manning,3.98,1840680733,9781840680737,eng,205,1,0,,0
8067,25148,The Fuck-Up,Arthur Nersesian,3.57,671027638,9780671027636,eng,304,10013,410,000404436-M.jpg,0
